line,city,state code,postal code,property_id,rdc_web_url,original description,normalized description,keyword_label,human label
2075 Aspen Glade Dr,Houston,TX,77339,M7371906102,https://www.realtor.com/realestateandhomes-detail/2075-Aspen-Glade-Dr_Humble_TX_77339_M73719-06102,This beauty is in the well established area of Woodland Hills Village. From the moment you walk into the large entryway to the open floorplan you will feel like HOME. Lots of natural lighting and high beamed ceilings. Nice sized bedrooms. Don't wait to make this beauty your HOME.,beauty well establish area woodland hill village moment walk large entryway open floorplan feel like home lot natural light high beam ceilings nice size bedrooms dont wait make beauty home,not-distressed,not-distressed
2218 E Hartson Ave,Spokane,WA,99202,M1523358683,https://www.realtor.com/realestateandhomes-detail/2218-E-Hartson-Ave_Spokane_WA_99202_M15233-58683,"Cute two bedroom one bath home! This home features new floors in the living room, open concept, large fenced in backyard with RV Parking. Conveniently located near restaurants, shopping, and I90. This home is ready for a new owner! Schedule a showing today!",cute two bedroom one bath home home feature new floor live room open concept large fence backyard rv park conveniently locate near restaurants shop i90 home ready new owner schedule show today,not-distressed,distressed
4805 Burgundy Ln,Orlando,FL,32808,M5036014284,https://www.realtor.com/realestateandhomes-detail/4805-Burgundy-Ln_Orlando_FL_32808_M50360-14284,"Updated home near Barnett Park. Enter into this Bright Spacious home and be Amazed! The living room is perfect for entertaining. Kitchen includes modern granite counter tops and breakfast bar. Separate dining room allows ample space for gatherings. Enormous family room can be used as a game room or however you like, use your imagination! The oversized Master bedroom has a newly tiled and updated bath room attached for privacy. Step outside to the large backyard overlooking Barnett Park with its bike courses, lakes and community center. Location is great! Conveniently close to the 408 and all that downtown Orlando has to offer. Schedule your Showing!",update home near barnett park enter bright spacious home amaze live room perfect entertain kitchen include modern granite counter top breakfast bar separate din room allow ample space gather enormous family room use game room however like use imagination oversized master bedroom newly tile update bath room attach privacy step outside large backyard overlook barnett park bike course lakes community center location great conveniently close 408 downtown orlando offer schedule show,not-distressed,not-distressed
1569 Meadow Ct,Birmingham,AL,35228,M8606892680,https://www.realtor.com/realestateandhomes-detail/1569-Meadow-Ct_Birmingham_AL_35228_M86068-92680,"Green Acres-Central Park area, Great Price for this fixer upper, easy to view, All Information Should Be Independently Verified.",green acrescentral park area great price fixer upper easy view information independently verify,distressed,distressed
4215 E 99th Ave,Tampa,FL,33617,M5439132059,https://www.realtor.com/realestateandhomes-detail/4215-E-99th-Ave_Tampa_FL_33617_M54391-32059,A little TLC and you will make this a wonderful home . Great area close to Bush Gardens and Adventure Island. Better photos to come. Call today to find out more.,little tlc make wonderful home great area close bush garden adventure island better photos come call today find,distressed,distressed
4530 Cedar St,Atlanta,GA,30340,M6831911136,https://www.realtor.com/realestateandhomes-detail/4530-Cedar-St_Doraville_GA_30340_M68319-11136,"Rent to own program available. Welcome to this beautiful home located at the heart of Doraville. This Home is almost brand new. Walk into a freshly painted, upgraded and fully renovated living space. This home features a spacious and open concept Living Room area with a cozy fireplace that leads to a formal dining room for family diners. The kitchen features brand new Samsung appliances, new cabinets and counter tops. Walk in to the 3 spacious bedrooms, all featuring new paint, flooring and lighting. Don't forget about the tremendously large fenced backyard, great for family gathers. Rent to own program available.",rent program available welcome beautiful home locate heart doraville home almost brand new walk freshly paint upgrade fully renovate live space home feature spacious open concept live room area cozy fireplace lead formal din room family diners kitchen feature brand new samsung appliances new cabinets counter top walk 3 spacious bedrooms feature new paint floor light dont forget tremendously large fence backyard great family gather rent program available,not-distressed,not-distressed
4049 Iris St N,Saint Petersburg,FL,33703,M5262696011,https://www.realtor.com/realestateandhomes-detail/4049-Iris-St-N_St-Petersburg_FL_33703_M52626-96011,"PRICE IMPROVEMENT! GREAT AS-IS ST. PETE INVESTOR SPECIAL! This 3 Bedroom 1 bathroom home is currently on a 12 month lease bringing in $1, 250 monthly. Lease expires 05/31/2021. House is within a pleasant proximity to downtown St Pete, I-275, shopping & restaurants. It features a covered front porch, fenced backyard, and carport accessed from the rear. Tenant occupied. Please schedule showings by texting listing agent or use Showingtime. A good addition to your real estate investment portfolio! Priced to sell. Schedule a viewing before it's too late! Professional Property Management Services are available by RMS Elite Properties.",price improvement great asis st pete investor special 3 bedroom 1 bathroom home currently 12 month lease bring 1 250 monthly lease expire 05312021 house within pleasant proximity downtown st pete i275 shop restaurants feature cover front porch fence backyard carport access rear tenant occupy please schedule show texting list agent use showingtime good addition real estate investment portfolio price sell schedule view late professional property management service available rms elite properties,distressed,distressed
2906 Nellowood St,Durham,NC,27704,M5072045650,https://www.realtor.com/realestateandhomes-detail/2906-Nellowood-St_Durham_NC_27704_M50720-45650,"Nice opportunity to purchase this super cute 3 bedroom, 1 Bath Ranch that is in move-in condition located near shops, restaurants and more! The home is situated on a large lot and the shed is included! Awesome deal for an investor looking for a buy and hold or first-time home buyer. Home is being sold AS-IS.",nice opportunity purchase super cute 3 bedroom 1 bath ranch movein condition locate near shop restaurants home situate large lot shed include awesome deal investor look buy hold firsttime home buyer home sell asis,distressed,not-distressed
2548 Via Di Autostrada,Henderson,NV,89074,M1099429178,https://www.realtor.com/realestateandhomes-detail/2548-Via-DI-Autostrada_Henderson_NV_89074_M10994-29178,"Over 1800 sq.ft. 4 BR home with 2+3/4 baths in lovely boutique community with beautiful park at entrance. Home is on a quiet cul-de-sac. Fast access to 215 in preferred Green Valley area. Open floor plan with two living areas, high ceilings and and modern ceiling fans in many rooms. Downstairs bath has a shower. Back yard is a gorgeous oasis with fruit trees front and back, huge palms, brick pavers and raised beds. Open kitchen with recessed lighting, tile floors, pantry and access to family room or dining area. Upstairs bedrooms have lovely accent paint, and all wired for cable. Wood laminate staircase and flooring upstairs adds nice contrast. Master Bedroom has lots of light with a nice walk-in closet off master bath. Park for residents includes volleyball net, sitting areas and dog paths. Washer and dryer stay if desired.",1800 sqft 4 br home 234 bath lovely boutique community beautiful park entrance home quiet culdesac fast access 215 prefer green valley area open floor plan two live areas high ceilings modern ceiling fan many room downstairs bath shower back yard gorgeous oasis fruit tree front back huge palm brick pavers raise bed open kitchen recess light tile floor pantry access family room din area upstairs bedrooms lovely accent paint wire cable wood laminate staircase floor upstairs add nice contrast master bedroom lot light nice walkin closet master bath park residents include volleyball net sit areas dog paths washer dryer stay desire,distressed,undecided
1906 Overton St,Old Hickory,TN,37138,M8505624728,https://www.realtor.com/realestateandhomes-detail/1906-Overton-St_Old-Hickory_TN_37138_M85056-24728,"Quaint home for sale in growing Old Hickory. Currently a rental property, could be a great investment opportunity. Two bedrooms, one full bath, one half bath off the kitchen. It even has an office space for virtual learning/working. Spacious front porch and large backyard. Features a carport for covered parking and plenty of street parking. Needs a little TLC but has tons of potential! Located across the street from the Dupont Hadley Middle School.",quaint home sale grow old hickory currently rental property could great investment opportunity two bedrooms one full bath one half bath kitchen even office space virtual learningworking spacious front porch large backyard feature carport cover park plenty street park need little tlc tons potential locate across street dupont hadley middle school,distressed,distressed
709 Bluewater Dr,Nashville,TN,37217,M8863005300,https://www.realtor.com/realestateandhomes-detail/709-Bluewater-Dr_Nashville_TN_37217_M88630-05300,ONE LEVEL LIVING & SUPER CUTE! Hardwood Floors throughout Vaulted Ceilings Crown Moulding Spacious Rooms Lots of counter and cabinet space All Appliances Enclosed patio Flows perfectly for entertaining Sits on a large private lot! Sold as-is.,one level live super cute hardwood floor throughout vault ceilings crown mould spacious room lot counter cabinet space appliances enclose patio flow perfectly entertain sit large private lot sell asis,distressed,remove
6896 Mahogany Meadows Ave,Las Vegas,NV,89122,M2058581230,https://www.realtor.com/realestateandhomes-detail/6896-Mahogany-Meadows-Ave_Las-Vegas_NV_89122_M20585-81230,"BEAUTIFUL TWO STORY HOME NEAR SAM BOYD!!! OPEN FLOORPLAN, SPACIOUS KITCHEN, SOLID SURFACE COUNTERTOPS, LOTS OF CABINET SPACE, PANTRY, DINING AREA, LARGE BEDROOMS, HUGE PRIMARY BEDROOM WITH WALK IN CLOSET, PRIMARY BATHROOM HAS DOUBLE SINKS AND A SEPARATE SHOWER, PRIVATE BACKYARD AND MUCH MORE!!! NEAR GREAT SHOPPING, THE FREEWAY AND AMAZING RESTAURANTS!!!",beautiful two story home near sam boyd open floorplan spacious kitchen solid surface countertops lot cabinet space pantry din area large bedrooms huge primary bedroom walk closet primary bathroom double sink separate shower private backyard much near great shop freeway amaze restaurants,not-distressed,not-distressed
4514 N Post St,Spokane,WA,99205,M1733706219,https://www.realtor.com/realestateandhomes-detail/4514-N-Post-St_Spokane_WA_99205_M17337-06219,Back on market! First Buyer's financing fell through! Gorgeous 1912 craftsman in NW Spokane is ready for you to restore to its former glory. This sweet home has so much character and charm! Beautiful natural woodwork and hardwood floors! The upstairs/attic space is ready to create the owner suite of your dreams!! Plenty of space for a second bathroom and bedroom or two. This is a super solid house that has been well loved by the same owner for 64 years. The roof was just replaced 3 years ago. Gas conversion unit with forced air. Home is sold as-is. Seller will not make repairs. Cash or Conventional financing only. Appt required. Don't miss it again!,back market first buyers finance fell gorgeous 1912 craftsman nw spokane ready restore former glory sweet home much character charm beautiful natural woodwork hardwood floor upstairsattic space ready create owner suite dream plenty space second bathroom bedroom two super solid house well love owner 64 years roof replace 3 years ago gas conversion unit force air home sell asis seller make repair cash conventional finance appt require dont miss,distressed,distressed
10577 W Dason Dr,Boise,ID,83704,M2791192301,https://www.realtor.com/realestateandhomes-detail/10577-W-Dason-Dr_Boise_ID_83704_M27911-92301,"HUGE West Boise 4-bedroom, 3-bathroom almost 3000 SF home right on 5-mile close to HP. Prime location with easy access to downtown, Expo Idaho, the Village, Hawks stadium AND Eagle. Corner lot in a quiet neighborhood. Mature shade trees, new solid old growth Ash hardwood floors in most of upstairs. Fresh paint and new fixtures in most rooms. BG office could be 5th bd no egress. Customize this huge space to your own forever home or make it into two separate living spaces, and rent it to HP employees. No HOA",huge west boise 4bedroom 3bathroom almost 3000 sf home right 5mile close hp prime location easy access downtown expo idaho village hawk stadium eagle corner lot quiet neighborhood mature shade tree new solid old growth ash hardwood floor upstairs fresh paint new fixtures room bg office could 5th bd egress customize huge space forever home make two separate live space rent hp employees hoa,not-distressed,not-distressed
6626 Hampden Point Ct,Houston,TX,77040,M8496489985,https://www.realtor.com/realestateandhomes-detail/6626-Hampden-Point-Ct_Houston_TX_77040_M84964-89985,"Welcome to your new home! You are greeted with nice landscaping and covered front porch to enjoy a nice breeze. Home features an open floor plan which is perfect for entertaining. Kitchen has all stainless steel appliances and a huge breakfast bar. Tile flooring throughout the home. Primary bedroom is suited for royalty with the space, walk-in closet and en-suite bathroom. The primary shower is upgraded with two shower heads and a sitting area. Both secondary bedrooms are a good size. The garage has been converted into a fourth bedroom. Another bonus is no back neighbors! Backyard has a covered patio and a shed. Conveniently located near major highways, restaurants and entertainment. Schedule your appointment today!",welcome new home greet nice landscape cover front porch enjoy nice breeze home feature open floor plan perfect entertain kitchen stainless steel appliances huge breakfast bar tile floor throughout home primary bedroom suit royalty space walkin closet ensuite bathroom primary shower upgrade two shower head sit area secondary bedrooms good size garage convert fourth bedroom another bonus back neighbor backyard cover patio shed conveniently locate near major highways restaurants entertainment schedule appointment today,not-distressed,distressed
664 S Meade St,Denver,CO,80219,M2046493705,https://www.realtor.com/realestateandhomes-detail/664-S-Meade-St_Denver_CO_80219_M20464-93705,"Completely remodeled, Quaint, and Immaculate home. Perfectly situated on a quiet side street. A Unique, Custom, Colorado compound. With the backdrop of the masonry/brick fencing highlights, this property has a ""World Of Your Own"" feel from your Private front property line to your private rear property line. Custom and comfortable living. Heated bathroom & bedroom flooring. Daikin heating and cooling units throughout the house. BRAND NEW ROOF! Completely updated electrical, high end appliances, Brand new windows and doors. Completely remodeled with the most optimal OPEN floor plan in mind. Upgraded Fiber Internet. Walking distance to Morrison Rd. amenities- Westwood Co-op and Cabrona coffee. Your new oasis awaits!",completely remodel quaint immaculate home perfectly situate quiet side street unique custom colorado compound backdrop masonrybrick fence highlight property world feel private front property line private rear property line custom comfortable live heat bathroom bedroom floor daikin heat cool units throughout house brand new roof completely update electrical high end appliances brand new windows doors completely remodel optimal open floor plan mind upgrade fiber internet walk distance morrison rd amenities westwood coop cabrona coffee new oasis await,distressed,not-distressed
6603 Spencer Dr,Arlington,TX,76002,M8953510456,https://www.realtor.com/realestateandhomes-detail/6603-Spencer-Dr_Arlington_TX_76002_M89535-10456,"Large 4 bedroom home with an open floor plan in an established neighborhood. Perfect layout for entertaining or having some space. Close to major highways and shopping. Master, two secondary bedrooms and one living area on 2nd floor. Guest bedroom on 1st floor for privacy. Home needs TLC so bring your ideas and make it your own. Sold As Is. Seller will contribute up to $5000 towards buyers closing costs with a full price offer. Seller will need a 30 day leaseback.",large 4 bedroom home open floor plan establish neighborhood perfect layout entertain space close major highways shop master two secondary bedrooms one live area 2nd floor guest bedroom 1st floor privacy home need tlc bring ideas make sell seller contribute 5000 towards buyers close cost full price offer seller need 30 day leaseback,distressed,distressed
25 N 7th St,Newark,NJ,7107,M5077613102,https://www.realtor.com/realestateandhomes-detail/25-N-7th-St_Newark_NJ_07107_M50776-13102,"This is a Classic, Large single family with original moldings in good condition. The layout still has its integrity! Tall ceilings on all 3 levels with spacious rooms. You must see it for yourself! - Do not miss this SMART OPPORTUNITY to close on this home! This property is located just two blocks from Route 280 and 5 blocks from Garden State Parkway. It is a short walk to the light-rail three stops from Newark Penn. Walking distance to NJIT, Rutgers and Essex County College and Downtown Newark. Conveniently near parks, recreation and shopping. FHA, VA and Conventional loans are not recommended. To successfully close on this property, renovation financing or cash is strongly recommended!",classic large single family original mold good condition layout still integrity tall ceilings 3 level spacious room must see miss smart opportunity close home property locate two block route 280 5 block garden state parkway short walk lightrail three stop newark penn walk distance njit rutgers essex county college downtown newark conveniently near park recreation shop fha va conventional loan recommend successfully close property renovation finance cash strongly recommend,distressed,distressed
1018 Callan St,Jacksonville,FL,32209,M6177257360,https://www.realtor.com/realestateandhomes-detail/1018-Callan-St_Jacksonville_FL_32209_M61772-57360,"INVESTOR SPECIAL! 2/1 stucco frame on nearly 0.25 acres in Paxon close to downtown! Fast growing area with many new builds on street! Home needs TLC, bring your best offer today! This will not last long!",investor special 21 stucco frame nearly 025 acres paxon close downtown fast grow area many new build street home need tlc bring best offer today last long,distressed,distressed
7125 S 115th St,Seattle,WA,98178,M1924681029,https://www.realtor.com/realestateandhomes-detail/7125-S-115th-St_Seattle_WA_98178_M19246-81029,"Incredible opportunity and value in the Lakeridge neighborhood. Pre-inspected and many items are new or corrected. New roof gutters and downspouts, updated plumbing and some electrical items. All that is left is some cosmetic updates and there can be some instant equity. Partially finished basement, tons of storage and great for a large bonus/rec room. Three bedroom, and 1.75 bath main level with large kitchen and finished covered deck space. Large flat lot with separate 2 car covered car port. Best value in the area, this will absolutely not last long!",incredible opportunity value lakeridge neighborhood preinspected many items new correct new roof gutter downspouts update plumb electrical items leave cosmetic update instant equity partially finish basement tons storage great large bonusrec room three bedroom 175 bath main level large kitchen finish cover deck space large flat lot separate 2 car cover car port best value area absolutely last long,distressed,distressed
6159 Pinnacle Blvd,Indianapolis,IN,46237,M3739481157,https://www.realtor.com/realestateandhomes-detail/6159-Pinnacle-Blvd_Indianapolis_IN_46237_M37394-81157,"FRANKLIN TOWNSHIP SCHOOLS! Home was previously used as a rental and is in need of cosmetic updates. With new carpet and paint, this home can can be brought back to life! New HVAC in 2019.",franklin township school home previously use rental need cosmetic update new carpet paint home bring back life new hvac 2019,distressed,distressed
5824 Rockwood Ave,Orlando,FL,32839,M6293888907,https://www.realtor.com/realestateandhomes-detail/5824-Rockwood-Ave_Orlando_FL_32839_M62938-88907,"Location, Location! Updated Single Family Home in quiet neighborhood bordering Lake Jessamine. Ideally located halfway between Downtown Orlando and Orlando International Airport, tucked away on a dead end road. The sweet ranch style home welcomes you with expansive yard, front porch, open floor plan and split bedroom plan. The bright, light kitchen has been fully renovated with new cabinets, countertops, stainless steel appliances and space for breakfast table. Master Bedroom features a huge walk-in closet with built-ins and washer/dryer hook-ups. In addition to the Living/Dining room, there is a large Florida Room (bonus room) with loads of windows and easy-care tile flooring. The backyard features a koi pond, chicken coop, water feature and covered gazebo/potting shed. It is a wonderful place to enjoy the sights and sounds of nature during cooler evenings. Short distance to Lake Jessamine Boat Ramp.",location location update single family home quiet neighborhood border lake jessamine ideally locate halfway downtown orlando orlando international airport tuck away dead end road sweet ranch style home welcome expansive yard front porch open floor plan split bedroom plan bright light kitchen fully renovate new cabinets countertops stainless steel appliances space breakfast table master bedroom feature huge walkin closet builtins washerdryer hookups addition livingdining room large florida room bonus room load windows easycare tile floor backyard feature koi pond chicken coop water feature cover gazebopotting shed wonderful place enjoy sight sound nature cooler even short distance lake jessamine boat ramp,not-distressed,not-distressed
2688 N Dennis Pl,Boise,ID,83704,M1156324734,https://www.realtor.com/realestateandhomes-detail/2688-N-Dennis-Pl_Boise_ID_83704_M11563-24734,"Cute, well maintained homed with new tile kitchen backsplash, new HVAC system including duct work in 2020, new paint, flooring and gorgeous fireplace. Enjoy entertaining under the covered patio with built in bar or around the fire pit. Large fully fenced backyard with mature trees, garden space and chicken coop great for urban farming just bring your chickens. NO HOA!",cute well maintain home new tile kitchen backsplash new hvac system include duct work 2020 new paint floor gorgeous fireplace enjoy entertain cover patio build bar around fire pit large fully fence backyard mature tree garden space chicken coop great urban farm bring chickens hoa,not-distressed,not-distressed
390 Dollar Mill Rd SW,Atlanta,GA,30331,M5978386663,https://www.realtor.com/realestateandhomes-detail/390-Dollar-Mill-Rd-SW_Atlanta_GA_30331_M59783-86663,"Gorgeous Bungalow in sought after neighborhood! Recently Renovated NEW ROOF! NEW WATER HEATER! This beauty features Stainless Steel Appliances, Hardwood Floors, Upgraded Lighting, Fenced Yard, and an Incredible Deck and Outdoor Space. Located near the Beltline and Westside Reserve.",gorgeous bungalow seek neighborhood recently renovate new roof new water heater beauty feature stainless steel appliances hardwood floor upgrade light fence yard incredible deck outdoor space locate near beltline westside reserve,not-distressed,not-distressed
15718 Thistledew Dr,Houston,TX,77082,M7576637057,https://www.realtor.com/realestateandhomes-detail/15718-Thistledew-Dr_Houston_TX_77082_M75766-37057,"NEW DRIVEWAY, NEW PAINT, NEW TUB, NEW BATHROOM SHOWER TILES. One Year Old dishwasher, cooking range, and water heater. Recent Cabinets, Granite. No Carpet. Big BACKYARD. Large and high living room.",new driveway new paint new tub new bathroom shower tile one year old dishwasher cook range water heater recent cabinets granite carpet big backyard large high live room,not-distressed,not-distressed
1727 Ferrell St,Las Vegas,NV,89106,M1684609273,https://www.realtor.com/realestateandhomes-detail/1727-Ferrell-St_Las-Vegas_NV_89106_M16846-09273,"MOVE IN READY! 2 bed, 2.5 bath, 2 story home. NEW interior paint, carpet & vinyl plank flooring. Front living room. The kitchen features granite counters, a pantry & NEW faucet, SS gas range, microwave & dishwasher (to be installed prior to COE). All bedrooms upstairs. Master bath has walk-in closet & ensuite bath w/2 sinks & walk-in shower. NEW faucets in MBA & 2nd bath. Blinds through out. Low maintenance backyard. 2 HVAC units. WON'T LAST LONG!",move ready 2 bed 25 bath 2 story home new interior paint carpet vinyl plank floor front live room kitchen feature granite counter pantry new faucet ss gas range microwave dishwasher instal prior coe bedrooms upstairs master bath walkin closet ensuite bath w2 sink walkin shower new faucets mba 2nd bath blind low maintenance backyard 2 hvac units wont last long,not-distressed,not-distressed
1602 Canary Island Ct,Dallas,TX,75217,M8196549561,https://www.realtor.com/realestateandhomes-detail/1602-Canary-Island-Ct_Dallas_TX_75217_M81965-49561,"Looking for 4 bedrooms and 2 full baths in your home? This is it! Looking fresh! Brick home with roof shingles, rain gutters and laminate flooring recently replaced. Open design in your living area and kitchen. Eat in kitchen plus a separate dining area. Zoned bedrooms gives the master bedroom added privacy. Inside laundry room with cabinets is an added plus! Tired of looking at homes with small backyards? You're going to love all the space this backyard offers. Double car garage. Easy access to I-20. Refrigerator is negotiable. Buyer to verify schools , measurements and information provided.",look 4 bedrooms 2 full bath home look fresh brick home roof shingle rain gutter laminate floor recently replace open design live area kitchen eat kitchen plus separate din area zone bedrooms give master bedroom add privacy inside laundry room cabinets add plus tire look home small backyards youre go love space backyard offer double car garage easy access i20 refrigerator negotiable buyer verify school measurements information provide,not-distressed,not-distressed
638 Cedarcliff Dr,Dallas,TX,75217,M8282084071,https://www.realtor.com/realestateandhomes-detail/638-Cedarcliff-Dr_Dallas_TX_75217_M82820-84071,"Very nice house with new plumbing, new electric, new foundation, new garage door, new doors, new windows, you have to see the kitchen, new floor, new appliances.",nice house new plumb new electric new foundation new garage door new doors new windows see kitchen new floor new appliances,not-distressed,not-distressed
8062 Dunsmuir Ct,Sacramento,CA,95828,M1111263973,https://www.realtor.com/realestateandhomes-detail/8062-Dunsmuir-Ct_Sacramento_CA_95828_M11112-63973,"LOCATION, location !!! plus $$$10, 000.00$$$ CREDIT TO BUYER FOR PAINT, CARPET & COSMETIC REPAIRS, is a SPECIAL OPPORTUNITY for the Investor or First Time Homebuyer. This 2 BEDROOM, 2 BATH Vintage Park special is close to schools all neighborhood support facilities and is situated on a Cul-de-sac lot with RV parking.",location location plus 10 00000 credit buyer paint carpet cosmetic repair special opportunity investor first time homebuyer 2 bedroom 2 bath vintage park special close school neighborhood support facilities situate culdesac lot rv park,distressed,distressed
82 Leslie St,Newark,NJ,7108,M5590956535,https://www.realtor.com/realestateandhomes-detail/82-84-Leslie-St_Newark_NJ_M55909-56535,"Priced to sell! Stately and well-kept colonial home. Very spacious rooms throughout with high ceilings and carpeting throughout. Classic living room with fireplace that leads to side sunporch or den - Formal dining room and kitchen with breakfast nook and area for pantry and storage. First floor equipped with newly renovated full bath. Four great sized bedrooms on the second level with a spacious Master bedroom with sunporch, built-in seating bench, and full bath with ensuite. Basement finished with high ceilings, separate laundry room equipped with half bath. Large landscaped yard with a long driveway that leads to full garage for extra parking and storage and paved backyard. Attached duplex. Close to major public trans with close access to Newark's downtown, Newark airport and major highways. Sold as-is",price sell stately wellkept colonial home spacious room throughout high ceilings carpet throughout classic live room fireplace lead side sunporch den formal din room kitchen breakfast nook area pantry storage first floor equip newly renovate full bath four great size bedrooms second level spacious master bedroom sunporch builtin seat bench full bath ensuite basement finish high ceilings separate laundry room equip half bath large landscape yard long driveway lead full garage extra park storage pave backyard attach duplex close major public trans close access newarks downtown newark airport major highways sell asis,distressed,distressed
954 E 9th Ave,Spokane,WA,99202,M2961976979,https://www.realtor.com/realestateandhomes-detail/954-E-9th-Ave_Spokane_WA_99202_M29619-76979,"3 bed, 2 bath Perry District charmer! Wonderful main floor living that allows for multiple layout options. Enjoy the second living room in a nice open space with the dining room and kitchen. A buyer may prefer their master suite on the first floor and you could do that in this home, while still enjoying a living room by the kitchen. Main floor laundry is everyones dream, this home has it! Newer furnace, newer deck, newer carpet, newer paint. Lots of extra storage with detached and attached garages. The attached garage even has an entry into the house. Extremely private back yard. Quick stroll through Grant Park and you are in the heart of the Perry District restaurants and shops. Off street parking, alley access to back yard, this home really has it all!",3 bed 2 bath perry district charmer wonderful main floor live allow multiple layout options enjoy second live room nice open space din room kitchen buyer may prefer master suite first floor could home still enjoy live room kitchen main floor laundry everyones dream home newer furnace newer deck newer carpet newer paint lot extra storage detach attach garage attach garage even entry house extremely private back yard quick stroll grant park heart perry district restaurants shop street park alley access back yard home really,not-distressed,not-distressed
3936 Squall Ct,Las Vegas,NV,89129,M1505843108,https://www.realtor.com/realestateandhomes-detail/3936-Squall-Ct_Las-Vegas_NV_89129_M15058-43108,"This open floor plan with tile flooring is sure to impress! Granite counter tops in the kitchen with dark wood cabinets and stainless steel appliances included. Custom island with cabinets and quartz top gives you a nice breakfast nook. Sprinkler system and can lighting throughout. Upgraded sound dampening windows downstairs, with shutters and rolling shutter on large window. Upstairs loft and custom office space with quartz top. Reinforced front and primary bedroom door with Alarm system. Breath taking balcony strip view from the primary bedroom.",open floor plan tile floor sure impress granite counter top kitchen dark wood cabinets stainless steel appliances include custom island cabinets quartz top give nice breakfast nook sprinkler system light throughout upgrade sound dampen windows downstairs shutter roll shutter large window upstairs loft custom office space quartz top reinforce front primary bedroom door alarm system breath take balcony strip view primary bedroom,not-distressed,not-distressed
1731 Seneca Ave,Lakeland,FL,33801,M5282015513,https://www.realtor.com/realestateandhomes-detail/1731-Seneca-Ave_Lakeland_FL_33801_M52820-15513,"Multiple offers received, highest and best by noon 10/30/2020 Stop Looking!!! This home features four bedrooms and two full bathrooms! From the second you pull into the driveway you'll appreciate the curb appeal and attention to detail. Walk right into the huge and open, family room area with kitchen and dining room adjoining!! The brand new kitchen features granite, new kitchen cabinets and stainless steel appliances. All the bedrooms are spacious with ample closet space. The master suite has an adjoining room - ideal for a nursery or an office! The backyard is accessible from your dining room and the master bedroom as well. The gem of this move-in ready home is the massive backyard. It's truly an oasis with gorgeous landscaping and palm trees plus an ample patio area for the best entertaining and an above ground pool! This home is located in the perfect location close to shopping restaurants, schools, U.S. 98, and the Polk Parkway. You really don't want to miss your chance at this gem!",multiple offer receive highest best noon 10302020 stop look home feature four bedrooms two full bathrooms second pull driveway youll appreciate curb appeal attention detail walk right huge open family room area kitchen din room adjoin brand new kitchen feature granite new kitchen cabinets stainless steel appliances bedrooms spacious ample closet space master suite adjoin room ideal nursery office backyard accessible din room master bedroom well gem movein ready home massive backyard truly oasis gorgeous landscape palm tree plus ample patio area best entertain grind pool home locate perfect location close shop restaurants school us 98 polk parkway really dont want miss chance gem,distressed,not-distressed
1435 14th St S,Saint Petersburg,FL,33705,M5847926670,https://www.realtor.com/realestateandhomes-detail/1435-14th-St-S_St-Petersburg_FL_33705_M58479-26670,Excellent starter home or rental investment. Charming 2 bedroom 1 bathroom home near downtown St Pete. Close to 275 for an easy commute. Currently rented on a month to month basis for $850 a month. 24 hr notice for showings. Please do not disturb tenants.,excellent starter home rental investment charm 2 bedroom 1 bathroom home near downtown st pete close 275 easy commute currently rent month month basis 850 month 24 hr notice show please disturb tenant,distressed,distressed
2085 Browns Mill Rd SE,Atlanta,GA,30315,M5325514833,https://www.realtor.com/realestateandhomes-detail/2085-Browns-Mill-Rd-SE_Atlanta_GA_30315_M53255-14833,"Looking for QUALITY, CONVENIENCE AND AFFORDABILITY?? Well look no further! This top to bottom TOTALLY transformed beauty is waiting on YOU TO CALL HOME! Picture an open concept living space, crisp white kitchen cabinetry, quartz counter tops, stainless steel appliances, hardwood floors throughout, Jack and Jill style bath with roomy stand up shower that is perfect for the first time buyer. Let's not forget the oversized backyard that is perfect for play or entertaining. Location is minutes to downtown Atlanta, South Bend Park, Golf Course and more!!!",look quality convenience affordability well look top bottom totally transform beauty wait call home picture open concept live space crisp white kitchen cabinetry quartz counter top stainless steel appliances hardwood floor throughout jack jill style bath roomy stand shower perfect first time buyer let forget oversized backyard perfect play entertain location minutes downtown atlanta south bend park golf course,not-distressed,not-distressed
6055 Riveroak Ter,Atlanta,GA,30349,M6384290641,https://www.realtor.com/realestateandhomes-detail/6055-Riveroak-Ter_College-Park_GA_30349_M63842-90641,"Tenant Occupied No Showings Until Week of November 18th Beautiful Traditional home in desirable Magnolia Walk Subdivision. Welcome home to one of the best floorplans! Home opens to inviting 2-story foyer. Incredible light-filled formal living room & separate dining room. Spacious Kitchen complete with large eat-in-area, with view to great room. Spacious great room w/ fireplace. Kitchen opens to patio area. Upstairs opens up to large loft space. Oversized Owner's Suite, with retreat space and massive closet. Ensuite bath w/ double vanities & sep tub/shower. Good-sized secondary bedrooms. Tenant Occupied Do Not Disturb.",tenant occupy show week november 18th beautiful traditional home desirable magnolia walk subdivision welcome home one best floorplans home open invite 2story foyer incredible lightfilled formal live room separate din room spacious kitchen complete large eatinarea view great room spacious great room w fireplace kitchen open patio area upstairs open large loft space oversized owners suite retreat space massive closet ensuite bath w double vanities sep tubshower goodsized secondary bedrooms tenant occupy disturb,not-distressed,not-distressed
